port,prov,kode_hirarki,geometry,h3
Kolbano,Nusa Tenggara Timur,PL,"POLYGON ((-9.993633845709821 124.56844631011803, -10.05756296076571 124.56845263018612, -10.05756296076571 124.50394736981387, -9.993633845709821 124.50395368988195, -9.993633845709821 124.56844631011803))","['8894236485fffff', '8894059309fffff', '88942364d7fffff', '8894236483fffff', '88942364e3fffff', '88942364dbfffff', '88942364d1fffff', '8894059327fffff', '889423648bfffff', '88942364ebfffff', '8894059141fffff', '8894059323fffff', '8894236697fffff', '889405932dfffff', '88942364d5fffff', '8894059325fffff', '889423649bfffff', '8894059145fffff', '8894059367fffff', '88942366b5fffff', '8894236491fffff', '88942364c1fffff', '8894059321fffff', '8894059345fffff', '8894059365fffff', '8894236487fffff', '88942366bdfffff', '889405936bfffff', '889423648dfffff', '8894059363fffff', '88942364ddfffff', '889405933dfffff', '889405914dfffff', '88942364c3fffff', '8894236683fffff', '889405930bfffff', '8894059329fffff', '88942364cbfffff', '8894059303fffff', '88942366b1fffff', '88942366b9fffff', '889405930dfffff', '8894059347fffff', '8894059305fffff', '88942366b3fffff', '8894059335fffff', '8894059301fffff', '8894236493fffff', '8894059307fffff', '8894236489fffff', '88942366bbfffff', '8894236499fffff', '8894059169fffff', '88942364c7fffff', '8894236481fffff', '8894059149fffff', '8894059369fffff', '8894236695fffff', '889405932bfffff', '8894059147fffff', '8894059361fffff', '889405936dfffff', '8894236497fffff', '88942364d9fffff', '8894236495fffff', '889423649dfffff', '88942364d3fffff', '88942366b7fffff']"
Waingapu,Nusa Tenggara Timur,PP,"POLYGON ((-9.606033177717753 120.283208897423, -9.669963754398747 120.28321496136438, -9.669963754398747 120.21878503863563, -9.606033177717753 120.21879110257701, -9.606033177717753 120.283208897423))","['88951a7935fffff', '88951a7947fffff', '88951a4c93fffff', '88951a7927fffff', '8895a9b6ddfffff', '88951a7923fffff', '8895a9b6c1fffff', '88951a7931fffff', '8895a9b619fffff', '88951a793bfffff', '8895a9b657fffff', '88951a7937fffff', '8895a9b6cdfffff', '88951a7901fffff', '88951a7957fffff', '88951a7903fffff', '88951a7925fffff', '8895a9b6c7fffff', '88951a7939fffff', '88951a796dfffff', '88951a7913fffff', '88951a7929fffff', '88951a79e9fffff', '8895a9b651fffff', '8895a9b6cbfffff', '88951a790bfffff', '88951a79e5fffff', '88951a7919fffff', '8895a9b65bfffff', '88951a7825fffff', '8895a9b61bfffff', '88951a791bfffff', '88951a7905fffff', '88951a7965fffff', '88951a7953fffff', '88951a7961fffff', '8895a9b6d9fffff', '88951a7941fffff', '8895a9b653fffff', '88951a7911fffff', '88951a79edfffff', '8895a9b613fffff', '88951a7933fffff', '8895a9b6d7fffff', '88951a7915fffff', '8895a9b6c9fffff', '8895a9b6dbfffff', '8895a9b6d5fffff', '88951a792bfffff', '8895a9b603fffff', '88951a79cdfffff', '88951a7969fffff', '88951a7945fffff', '88951a796bfffff', '88951a7955fffff', '88951a7967fffff', '88951a793dfffff', '88951a7963fffff', '88951a7827fffff', '8895a9b611fffff', '88951a790dfffff', '88951a7917fffff', '88951a7909fffff', '88951a792dfffff', '88951a7943fffff', '8895a9b61dfffff', '8895a9b6c5fffff', '88951a791dfffff', '8895a9b6d1fffff', '88951a7907fffff', '88951a7921fffff', '8895a9b6c3fffff']"
Naikliu,Nusa Tenggara Timur,PL,"POLYGON ((-9.46466294094198 123.8404956377046, -9.528594036934095 123.84050160858637, -9.528594036934095 123.77609839141364, -9.46466294094198 123.7761043622954, -9.46466294094198 123.8404956377046))","['889423d5b7fffff', '889423d5a9fffff', '889423c2d9fffff', '889423d5d9fffff', '889423d5edfffff', '889423d585fffff', '889423d587fffff', '889423d5abfffff', '889423d5e9fffff', '889423c2cbfffff', '889423d5e1fffff', '889423c2c3fffff', '889423d5dbfffff', '889423d5d7fffff', '889423c2dbfffff', '889423d583fffff', '889423d513fffff', '889423d5e3fffff', '889423c2d1fffff', '889423d425fffff', '889423d581fffff', '889423d427fffff', '889423d5e7fffff', '889423d5cbfffff', '889423d515fffff', '889423c2d5fffff', '889423c299fffff', '889423d519fffff', '889423d517fffff', '889423d533fffff', '889423c749fffff', '889423d5e5fffff', '889423d5a5fffff', '889423d5ddfffff', '889423d5b5fffff', '889423d5c5fffff', '889423d5a3fffff', '889423d5a1fffff', '889423d589fffff', '889423c2d7fffff', '889423d5c7fffff', '889423c2ddfffff', '889423d537fffff', '889423c2d3fffff', '889423d5d5fffff', '889423d437fffff', '889423d5c3fffff', '889423d53bfffff', '889423d5a7fffff', '889423d5b9fffff', '889423d58dfffff', '889423d59dfffff', '889423d5d3fffff', '889423d5d1fffff', '889423d595fffff', '889423d51dfffff', '889423d5b1fffff', '889423d58bfffff', '889423c74bfffff', '889423d5ebfffff', '889423d5adfffff', '889423d531fffff', '889423d511fffff', '889423d5c1fffff', '889423d5cdfffff', '889423d51bfffff', '889423d5c9fffff', '889423d5bdfffff']"
Waikelo,Nusa Tenggara Timur,PR,"POLYGON ((-9.357802764406557 119.2511857512885, -9.421734248035918 119.25119165195139, -9.421734248035918 119.1868083480486, -9.357802764406557 119.18681424871149, -9.357802764406557 119.2511857512885))","['8895ad0a87fffff', '8895ad0a03fffff', '8895ad0a13fffff', '8895ad0a89fffff', '8895ad085dfffff', '8895ad0ae1fffff', '8895ad084bfffff', '8895ad0a5bfffff', '8895ad0125fffff', '8895ad0acdfffff', '8895ad0a3dfffff', '8895ad0a15fffff', '8895ad0a19fffff', '8895ad0841fffff', '8895ad0aedfffff', '8895ad0addfffff', '8895ad0851fffff', '8895ad0a8bfffff', '8895ad0a1dfffff', '8895ad0ac7fffff', '8895ad0a81fffff', '8895ad0ae7fffff', '8895ad0ad7fffff', '8895ad01e5fffff', '8895ad0127fffff', '8895ad0a83fffff', '8895ad0859fffff', '8895ad0a8dfffff', '8895ad0aa3fffff', '8895ad0135fffff', '8895ad0a17fffff', '8895ad0853fffff', '8895ad0ab5fffff', '8895ad0acbfffff', '8895ad0131fffff', '8895ad0ae5fffff', '8895ad0137fffff', '8895ad012dfffff', '8895ad0ac1fffff', '8895ad0aebfffff', '8895ad0123fffff', '8895ad0abdfffff', '8895ad0aadfffff', '8895ad0a1bfffff', '8895ad0133fffff', '8895ad0ad9fffff', '8895ad0ac3fffff', '8895ad0a35fffff', '8895ad0ae9fffff', '8895ad0a33fffff', '8895ad0aa9fffff', '8895ad0849fffff', '8895ad0ae3fffff', '8895ad0a31fffff', '8895ad0a11fffff', '8895ad0ad1fffff', '8895ad0a57fffff', '8895ad0a0bfffff', '8895ad0121fffff', '8895ad0ac9fffff', '8895ad0a37fffff', '8895ad0aa1fffff', '8895ad0ad5fffff', '8895ad0a39fffff', '8895ad0a07fffff', '8895ad0a51fffff', '8895ad0aabfffff', '8895ad085bfffff', '8895ad0a85fffff', '8895ad0a55fffff', '8895ad0ac5fffff', '8895ad0a3bfffff', '8895ad0a53fffff']"
Binanatu,Nusa Tenggara Timur,PL,"POLYGON ((-9.349012749978897 119.42778494328311, -9.412944265306052 119.4277908381747, -9.412944265306052 119.3634091618253, -9.349012749978897 119.36341505671689, -9.349012749978897 119.42778494328311))","['8895ad0ed5fffff', '8895ad3b61fffff', '8895ad0e9dfffff', '8895ad0eb7fffff', '8895ad0e81fffff', '8895ad0ea5fffff', '8895ad05adfffff', '8895ad0ec5fffff', '8895ad3b6bfffff', '8895ad0e97fffff', '8895ad0e93fffff', '8895ad0e91fffff', '8895ad0e9bfffff', '8895ad0537fffff', '8895ad0eb5fffff', '8895ad0ebbfffff', '8895ad0e99fffff', '8895ad0eb3fffff', '8895ad0eadfffff', '8895ad0e85fffff', '8895ad0ec3fffff', '8895ad0eddfffff', '8895ad0ec9fffff', '8895ad0ed9fffff', '8895ad0eebfffff', '8895ad0ed7fffff', '8895ad05a1fffff', '8895ad0ea7fffff', '8895ad0ec1fffff', '8895ad0ee1fffff', '8895ad0e89fffff', '8895ad3b49fffff', '8895ad0cd9fffff', '8895ad0e83fffff', '8895ad3b6dfffff', '8895ad0cdbfffff', '8895ad0c5bfffff', '8895ad0ecbfffff', '8895ad0ed1fffff', '8895ad0cc9fffff', '8895ad0ec7fffff', '8895ad0ee3fffff', '8895ad05abfffff', '8895ad0edbfffff', '8895ad0eb1fffff', '8895ad0eb9fffff', '8895ad0ccbfffff', '8895ad3b65fffff', '8895ad3b69fffff', '8895ad3b45fffff', '8895ad0ecdfffff', '8895ad0e87fffff', '8895ad3b4dfffff', '8895ad05a3fffff', '8895ad0eabfffff', '8895ad0e95fffff', '8895ad0c19fffff', '8895ad05a7fffff', '8895ad0ed3fffff', '8895ad05a5fffff', '8895ad0e8bfffff', '8895ad3b2dfffff', '8895ad0c53fffff', '8895ad0e8dfffff', '8895ad0ebdfffff', '8895ad0ea3fffff', '8895ad3b67fffff', '8895ad0ea1fffff', '8895ad0ea9fffff', '8895ad0ee7fffff', '8895ad05a9fffff']"
Mamboro,Nusa Tenggara Timur,PL,"POLYGON ((-9.331162720724226 119.68238330489474, -9.395094300332575 119.68238918806863, -9.395094300332575 119.61801081193137, -9.331162720724226 119.61801669510525, -9.331162720724226 119.68238330489474))","['8895ad2043fffff', '8895ad22abfffff', '8895ad2217fffff', '8895ad2009fffff', '8895ad2017fffff', '8895ad205bfffff', '8895ad2049fffff', '8895ad201bfffff', '8895ad2285fffff', '8895ad22a7fffff', '8895ad2289fffff', '8895ad2233fffff', '8895ad2203fffff', '8895ad2227fffff', '8895ad2051fffff', '8895ad22a3fffff', '8895ad201dfffff', '8895ad22ebfffff', '8895ad22adfffff', '8895ad200bfffff', '8895ad2013fffff', '8895ad2201fffff', '8895ad2055fffff', '8895ad205dfffff', '8895ad2041fffff', '8895ad2207fffff', '8895ad228dfffff', '8895ad2211fffff', '8895ad22e9fffff', '8895ad222bfffff', '8895ad2235fffff', '8895ad22c7fffff', '8895ad2001fffff', '8895ad223dfffff', '8895ad204dfffff', '8895ad2005fffff', '8895ad223bfffff', '8895ad2061fffff', '8895ad200dfffff', '8895ad20cdfffff', '8895ad2231fffff', '8895ad22e5fffff', '8895ad2003fffff', '8895ad22e3fffff', '8895ad2045fffff', '8895ad22e7fffff', '8895ad22a9fffff', '8895ad2057fffff', '8895ad2215fffff', '8895ad2237fffff', '8895ad2019fffff', '8895ad22c5fffff', '8895ad22a1fffff', '8895ad2205fffff', '8895ad22e1fffff', '8895ad2053fffff', '8895ad2281fffff', '8895ad2239fffff', '8895ad2011fffff', '8895ad204bfffff', '8895ad22c3fffff', '8895ad2047fffff', '8895ad2313fffff', '8895ad2213fffff', '8895ad2069fffff', '8895ad2063fffff', '8895ad22a5fffff', '8895ad206bfffff', '8895ad2015fffff', '8895ad2059fffff', '8895ad2223fffff', '8895ad22edfffff']"
Wini,Nusa Tenggara Timur,PP,"POLYGON ((-9.14552241996031 124.52456645943329, -9.209454661092096 124.52457222091537, -9.209454661092096 124.46022777908463, -9.14552241996031 124.46023354056672, -9.14552241996031 124.52456645943329))","['889423b617fffff', '889423b683fffff', '889423b45bfffff', '889423b6b1fffff', '889423b6e7fffff', '889423b681fffff', '889423b6c1fffff', '889423b6cbfffff', '889423b457fffff', '889423b6a1fffff', '889423b6d3fffff', '889423b6b7fffff', '889423b633fffff', '889423b6dbfffff', '889423b685fffff', '8894217935fffff', '889423b6d9fffff', '889423b6e1fffff', '889423b68dfffff', '889423b695fffff', '889423b619fffff', '889423b6d1fffff', '889423b6a5fffff', '889423b69dfffff', '889423b63bfffff', '889423b455fffff', '889423b61dfffff', '889423b6c3fffff', '889423b6edfffff', '889423b44bfffff', '889423b6e5fffff', '889423b6d5fffff', '889423b6c5fffff', '889423b68bfffff', '889423b687fffff', '889423b637fffff', '889423b6cdfffff', '889423b6a7fffff', '889423b6b5fffff', '889423b443fffff', '889423b689fffff', '8894217927fffff', '889423b6d7fffff', '889423b6e3fffff', '889423b653fffff', '889423b453fffff', '889423b4c9fffff', '889423b631fffff', '889423b6c7fffff', '889423b6bdfffff', '889423b6adfffff', '8894217925fffff', '889423b615fffff', '889423b613fffff', '889423b611fffff', '889423b6ebfffff', '889423b6a9fffff', '889423b459fffff', '889423b6abfffff', '8894217937fffff', '889423b61bfffff', '889423b6e9fffff', '889423b6ddfffff', '889423b451fffff', '889423b6a3fffff', '889423b6b9fffff', '889423b45dfffff', '889423b6c9fffff']"
Atapupu,Nusa Tenggara Timur,PP,"POLYGON ((-8.964802133284582 124.89375039944926, -9.028735006118724 124.89375604276204, -9.028735006118724 124.82944395723796, -8.964802133284582 124.82944960055073, -8.964802133284582 124.89375039944926))","['889421668bfffff', '8894216617fffff', '8894216459fffff', '8894216683fffff', '88942166d3fffff', '88942166a3fffff', '8894216457fffff', '88942166e9fffff', '88942166c5fffff', '889421668dfffff', '8894216681fffff', '88942166e3fffff', '889421669dfffff', '889421661bfffff', '88942166e7fffff', '88942166bbfffff', '88942166ddfffff', '88942129a5fffff', '8894212927fffff', '8894216453fffff', '88942166a5fffff', '8894216611fffff', '88942166d1fffff', '889421645dfffff', '88942166b9fffff', '88942166b1fffff', '88942166cdfffff', '8894216613fffff', '8894212925fffff', '8894216633fffff', '88942166b5fffff', '88942166b7fffff', '88942166a1fffff', '88942166ebfffff', '8894216455fffff', '889421645bfffff', '88942166a9fffff', '88942166d7fffff', '88942166dbfffff', '88942166abfffff', '88942166e5fffff', '8894216689fffff', '88942166c9fffff', '8894216691fffff', '88942166c1fffff', '88942166bdfffff', '88942166d5fffff', '88942166edfffff', '88942166adfffff', '88942129adfffff', '889421663bfffff', '88942164c9fffff', '8894216685fffff', '88942166a7fffff', '88942166c3fffff', '8894216451fffff', '88942164cbfffff', '88942166c7fffff', '8894212937fffff', '8894216699fffff', '88942166d9fffff', '88942166e1fffff', '8894216687fffff', '88942166cbfffff', '88942166b3fffff', '8894216695fffff']"
Maumbawa,Nusa Tenggara Timur,PL,"POLYGON ((-8.868541983055504 121.17054198137961, -8.932475187406634 121.17054756186735, -8.932475187406634 121.10625243813266, -8.868541983055504 121.1062580186204, -8.868541983055504 121.17054198137961))","['88951b89b9fffff', '88951b8931fffff', '88951b1369fffff', '88951b136bfffff', '88951b898dfffff', '88951b134bfffff', '88951b8995fffff', '88951bc695fffff', '88951b89e5fffff', '88951bc687fffff', '88951bc68bfffff', '88951b89bdfffff', '88951b89e7fffff', '88951b136dfffff', '88951bc6abfffff', '88951b89bbfffff', '88951bc6d7fffff', '88951b89adfffff', '88951b89a5fffff', '88951bc6b1fffff', '88951bc6d9fffff', '88951b1347fffff', '88951bc6c3fffff', '88951b89a7fffff', '88951b89b5fffff', '88951b89e3fffff', '88951b8985fffff', '88951b1361fffff', '88951b130dfffff', '88951bc699fffff', '88951bc681fffff', '88951b89b1fffff', '88951b1341fffff', '88951b1345fffff', '88951b89a9fffff', '88951bc683fffff', '88951bc69dfffff', '88951b135dfffff', '88951bc6d1fffff', '88951b89a1fffff', '88951b1349fffff', '88951b89e1fffff', '88951b8983fffff', '88951b1305fffff', '88951b89abfffff', '88951bc6bbfffff', '88951b89b7fffff', '88951bc68dfffff', '88951b1363fffff', '88951b893bfffff', '88951bc691fffff', '88951bc6d5fffff', '88951b89a3fffff', '88951bc697fffff', '88951bc6bdfffff', '88951bc693fffff', '88951bc6b9fffff', '88951bc6ddfffff', '88951bc685fffff', '88951b134dfffff', '88951bc6d3fffff', '88951b8987fffff', '88951bc69bfffff', '88951b1309fffff', '88951bc689fffff', '88951b1343fffff', '88951b8937fffff', '88951b8981fffff', '88951b89edfffff', '88951bc6dbfffff', '88951b8933fffff']"
Benete,Nusa Tenggara Barat,PP,"POLYGON ((-8.863601975392172 116.78374155192104, -8.927535196663477 116.78374712918682, -8.927535196663477 116.71945287081317, -8.863601975392172 116.71945844807895, -8.863601975392172 116.78374155192104))","['8895a57401fffff', '8895a576ebfffff', '8895a57667fffff', '8895a57605fffff', '8895a576e7fffff', '8895a576a5fffff', '8895a576e1fffff', '8895a57469fffff', '8895a576c7fffff', '8895a57711fffff', '8895a5741bfffff', '8895a57633fffff', '8895a57465fffff', '8895a57441fffff', '8895a57455fffff', '8895a57451fffff', '8895a57417fffff', '8895a5744bfffff', '8895a57447fffff', '8895a576a9fffff', '8895a57637fffff', '8895a576edfffff', '8895a5744dfffff', '8895a576e5fffff', '8895a57713fffff', '8895a57621fffff', '8895a5741dfffff', '8895a57443fffff', '8895a5763bfffff', '8895a57601fffff', '8895a57719fffff', '8895a57717fffff', '8895a57411fffff', '8895a57663fffff', '8895a57461fffff', '8895a57403fffff', '8895a576adfffff', '8895a57445fffff', '8895a57449fffff', '8895a57409fffff', '8895a57625fffff', '8895a57623fffff', '8895a57629fffff', '8895a57613fffff', '8895a5746bfffff', '8895a5762dfffff', '8895a57617fffff', '8895a5746dfffff', '8895a5771bfffff', '8895a576c5fffff', '8895a57603fffff', '8895a57631fffff', '8895a5762bfffff', '8895a5745dfffff', '8895a57463fffff', '8895a57405fffff', '8895a5745bfffff', '8895a57607fffff', '8895a57627fffff', '8895a57407fffff', '8895a57615fffff', '8895a57415fffff', '8895a576e9fffff', '8895a5773bfffff', '8895a57419fffff', '8895a5763dfffff', '8895a57457fffff', '8895a57635fffff', '8895a57459fffff', '8895a57733fffff', '8895a5740dfffff', '8895a57639fffff', '8895a5740bfffff', '8895a576e3fffff', '8895a57453fffff']"
Pulau Mules,Nusa Tenggara Timur,PL,"POLYGON ((-8.859751969422875 120.33684121739417, -8.92368520387466 120.33684679214905, -8.92368520387466 120.27255320785095, -8.859751969422875 120.27255878260583, -8.859751969422875 120.33684121739417))","['88951abb49fffff', '88951a8ed5fffff', '88951abb5dfffff', '88951a8eb5fffff', '88951a8cd7fffff', '88951abb47fffff', '88951abb43fffff', '88951a8cd5fffff', '88951a8e8bfffff', '88951a85a7fffff', '88951a85b7fffff', '88951abb65fffff', '88951abb29fffff', '88951a8cd3fffff', '88951abb41fffff', '88951abb01fffff', '88951a8e91fffff', '88951abb3dfffff', '88951a8eb7fffff', '88951abb05fffff', '88951abb69fffff', '88951a8eb1fffff', '88951abb45fffff', '88951a8ed7fffff', '88951abb6bfffff', '88951a8e95fffff', '88951a8c99fffff', '88951a8e99fffff', '88951a8cc5fffff', '88951abb03fffff', '88951a8cc3fffff', '88951a8e97fffff', '88951abb21fffff', '88951a8cc1fffff', '88951abb61fffff', '88951abb27fffff', '88951abb2dfffff', '88951a8cd9fffff', '88951a8cdbfffff', '88951abb0dfffff', '88951abb67fffff', '88951abb07fffff', '88951a8e83fffff', '88951abb09fffff', '88951a8e93fffff', '88951a8ed3fffff', '88951a8cd1fffff', '88951abb51fffff', '88951abb59fffff', '88951ab949fffff', '88951abb23fffff', '88951a8e9bfffff', '88951abb6dfffff', '88951a8ebdfffff', '88951abb4dfffff', '88951a8e87fffff', '88951abb25fffff', '88951abb2bfffff', '88951a8ebbfffff', '88951abb55fffff', '88951a8e9dfffff', '88951abb63fffff', '88951abb0bfffff', '88951a8cddfffff', '88951a85a5fffff', '88951a8eb3fffff', '88951a8eb9fffff', '88951abb4bfffff', '88951a8cc9fffff', '88951a8ccbfffff']"
Pulau Ende,Nusa Tenggara Timur,PL,"POLYGON ((-8.846841949426413 121.54704009674657, -8.910775228035298 121.54704566308274, -8.910775228035298 121.48275433691725, -8.846841949426413 121.48275990325342, -8.846841949426413 121.54704009674657))","['88951bab31fffff', '88951baa67fffff', '88951ba841fffff', '88951ba869fffff', '88951baa3dfffff', '88951bab33fffff', '88951ba849fffff', '88951ba855fffff', '88951baa07fffff', '88951ba85dfffff', '88951baae7fffff', '88951ba853fffff', '88951ba863fffff', '88951baa01fffff', '88951ba86bfffff', '88951ba81dfffff', '88951baa63fffff', '88951baa29fffff', '88951baa35fffff', '88951ba861fffff', '88951baa25fffff', '88951ba857fffff', '88951bab1bfffff', '88951bab17fffff', '88951ba86dfffff', '88951ba847fffff', '88951baa33fffff', '88951ba851fffff', '88951baae9fffff', '88951baa05fffff', '88951baae1fffff', '88951ba805fffff', '88951baa17fffff', '88951ba85bfffff', '88951baac5fffff', '88951baae5fffff', '88951ba843fffff', '88951ba801fffff', '88951baa27fffff', '88951ba803fffff', '88951baa03fffff', '88951baa37fffff', '88951bab1dfffff', '88951bab11fffff', '88951ba80bfffff', '88951baa39fffff', '88951baa2bfffff', '88951baa15fffff', '88951baa61fffff', '88951baa21fffff', '88951ba819fffff', '88951ba815fffff', '88951baaedfffff', '88951ba859fffff', '88951bab13fffff', '88951baa2dfffff', '88951bab3bfffff', '88951ba809fffff', '88951ba84dfffff', '88951bab19fffff', '88951bab5bfffff', '88951baa31fffff', '88951bab15fffff', '88951ba84bfffff', '88951baa23fffff', '88951ba807fffff', '88951ba80dfffff', '88951bab53fffff', '88951baa3bfffff', '88951ba845fffff']"
Ippi and Ende,"Nusa Tenggara Timur, Nusa Tenggara Timur","PP, PP","POLYGON ((-8.813431897820744 121.67413720449558, -8.813431897820744 121.60986279550441, -8.877365290416265 121.60985725094847, -8.877365290416265 121.63125724829251, -8.886945272550468 121.6312564165426, -8.886945272550468 121.6955435834574, -8.823011912597007 121.69553803265717, -8.823011912597007 121.67413803531224, -8.813431897820744 121.67413720449558))","['88951bac03fffff', '88951ba1b7fffff', '88951bac49fffff', '88951bac6bfffff', '88951bac5dfffff', '88951bae13fffff', '88951bac53fffff', '88951baf47fffff', '88951baf59fffff', '88951baf43fffff', '88951bac0dfffff', '88951baf09fffff', '88951bae67fffff', '88951bac55fffff', '88951baee1fffff', '88951bae0bfffff', '88951bac57fffff', '88951ba1b1fffff', '88951bae2dfffff', '88951baf39fffff', '88951bac0bfffff', '88951baf13fffff', '88951bae2bfffff', '88951bae35fffff', '88951bae3dfffff', '88951baf51fffff', '88951bae6dfffff', '88951bae09fffff', '88951bae17fffff', '88951ba197fffff', '88951bae1dfffff', '88951baf15fffff', '88951bac45fffff', '88951baf1dfffff', '88951bae11fffff', '88951bac43fffff', '88951bac41fffff', '88951baf01fffff', '88951bac4bfffff', '88951baf11fffff', '88951bac4dfffff', '88951bac51fffff', '88951bac5bfffff', '88951bae33fffff', '88951bae0dfffff', '88951baeedfffff', '88951bac1dfffff', '88951bac47fffff', '88951baf3bfffff', '88951bae47fffff', '88951bae15fffff', '88951bae05fffff', '88951baee5fffff', '88951baf53fffff', '88951ba195fffff', '88951bae6bfffff', '88951ba1b3fffff', '88951baf1bfffff', '88951ba1bbfffff', '88951bae63fffff', '88951bae65fffff', '88951bae69fffff', '88951bae45fffff', '88951baf19fffff', '88951baf5dfffff', '88951bac01fffff', '88951bac59fffff', '88951bae29fffff', '88951baf55fffff', '88951bae21fffff', '88951bae31fffff', '88951baf5bfffff', '88951bae37fffff', '88951bae39fffff', '88951baf0dfffff', '88951baf4bfffff', '88951bac69fffff', '88951baee9fffff', '88951bac6dfffff', '88951baec5fffff', '88951baf03fffff', '88951bae61fffff', '88951baf0bfffff', '88951bac09fffff', '88951bae03fffff', '88951bae27fffff', '88951bae3bfffff', '88951ba191fffff', '88951ba193fffff', '88951bac61fffff', '88951baf17fffff', '88951bae07fffff', '88951bae55fffff', '88951bae25fffff', '88951bae23fffff', '88951bae01fffff', '88951baf57fffff', '88951ba1b9fffff', '88951bae57fffff']"
Waiwole,Nusa Tenggara Timur,PL,"POLYGON ((-8.809521891794828 120.82433686675697, -8.87345529770311 120.82434240876456, -8.87345529770311 120.76005759123542, -8.809521891794828 120.76006313324302, -8.809521891794828 120.82433686675697))","['88951bd159fffff', '88951bd02dfffff', '88951bd309fffff', '88951bd319fffff', '88951bd325fffff', '88951bd225fffff', '88951bd35dfffff', '88951bd049fffff', '88951bd069fffff', '88951bd317fffff', '88951bd353fffff', '88951bd321fffff', '88951bd323fffff', '88951bd047fffff', '88951bd329fffff', '88951bd31dfffff', '88951bd363fffff', '88951bd14bfffff', '88951bd305fffff', '88951bd331fffff', '88951bd30bfffff', '88951bd315fffff', '88951bd063fffff', '88951bd355fffff', '88951bd32bfffff', '88951bd223fffff', '88951bd221fffff', '88951bd06bfffff', '88951bd31bfffff', '88951bd337fffff', '88951bd357fffff', '88951bd335fffff', '88951bd313fffff', '88951bd227fffff', '88951bd339fffff', '88951bd149fffff', '88951bd359fffff', '88951bd351fffff', '88951bd33dfffff', '88951bd061fffff', '88951bd327fffff', '88951bd04bfffff', '88951bd067fffff', '88951bd041fffff', '88951bd347fffff', '88951bd35bfffff', '88951bd15bfffff', '88951bd06dfffff', '88951bd021fffff', '88951bd22dfffff', '88951bd333fffff', '88951bd235fffff', '88951bd30dfffff', '88951bd34bfffff', '88951bd33bfffff', '88951bd00dfffff', '88951bd303fffff', '88951bd065fffff', '88951bd04dfffff', '88951bd15dfffff', '88951bd22bfffff', '88951bd045fffff', '88951bd23dfffff', '88951bd029fffff', '88951bd231fffff', '88951bd343fffff', '88951bd307fffff', '88951bd311fffff', '88951aa49bfffff', '88951bd301fffff']"
Benoa,Bali,PU,"POLYGON ((-8.71211174258673 115.24292850294545, -8.776045478316938 115.24293398150878, -8.776045478316938 115.17866601849123, -8.71211174258673 115.17867149705457, -8.71211174258673 115.24292850294545))","['8895a4c13bfffff', '8895a4c15bfffff', '8895a4c185fffff', '8895a4c1c7fffff', '8895a4c155fffff', '8895a4c109fffff', '8895a4c02dfffff', '8895a4c1c9fffff', '8895a4c117fffff', '8895a4c103fffff', '8895a4c11dfffff', '8895a4c1e5fffff', '8895a4c183fffff', '8895a4c187fffff', '8895a4c113fffff', '8895a4c1c1fffff', '8895a4c1d9fffff', '8895a4caddfffff', '8895a4c181fffff', '8895a4cac3fffff', '8895a4c1c3fffff', '8895a4c1edfffff', '8895a4c023fffff', '8895a4c033fffff', '8895a4cad1fffff', '8895a4c1cbfffff', '8895a4c1a3fffff', '8895a4c135fffff', '8895a4c1c5fffff', '8895a4c1e1fffff', '8895a4c10bfffff', '8895a4c025fffff', '8895a4c101fffff', '8895a4c1ddfffff', '8895a4c13dfffff', '8895a4c1a9fffff', '8895a4c15dfffff', '8895a4c157fffff', '8895a4c137fffff', '8895a4c1abfffff', '8895a4c131fffff', '8895a4c139fffff', '8895a4c1a5fffff', '8895a4c021fffff', '8895a4c1d5fffff', '8895a4c123fffff', '8895a4c1ebfffff', '8895a4cac1fffff', '8895a4c031fffff', '8895a4c18dfffff', '8895a4c027fffff', '8895a4c119fffff', '8895a4c133fffff', '8895a4c11bfffff', '8895a4c111fffff', '8895a4c107fffff', '8895a4c153fffff', '8895a4c1e3fffff', '8895a4c189fffff', '8895a4c1e9fffff', '8895a4c18bfffff', '8895a4c035fffff', '8895a4cad3fffff', '8895a4cacdfffff', '8895a4c12bfffff', '8895a4cad9fffff', '8895a4c1bdfffff', '8895a4cacbfffff', '8895a4c1d1fffff', '8895a4c151fffff', '8895a4c1adfffff', '8895a4cac9fffff', '8895a4cadbfffff', '8895a4c1cdfffff', '8895a4c115fffff', '8895a4c037fffff', '8895a4c1e7fffff', '8895a4c1a1fffff']"
